ticket_id,subject,description,category,priority,resolution_time_hours
205126,App crashes on startup,Urgent: App crashes on startup,Technical,Critical,3
203457,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,8
202066,Profile picture upload failed,Customer reports: Profile picture upload failed,Account,High,6
201384,Two-factor authentication issue,Urgent: Two-factor authentication issue,Account,Medium,23
201584,Need to update profile details,Need to update profile details - please checking,Account,Medium,13
209545,Integration with Slack would be nice,Urgent: Integration with Slack would be nice,Feature Request,High,8
204013,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,3
206496,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Low,34
204639,Subscription renewal failed,Help needed: Subscription renewal failed,Billing,High,6
201591,Need to update profile details,"Please help, need to update profile details",Billing,Medium,24
208959,Add bulk upload capability,Help needed: Add bulk upload capability,Feature Request,Low,34
202116,Two-factor authentication issue,Issues with: Two-factor authentication issue,Account,Low,20
206036,API endpoint returning 500,API endpoint returning 500,Technical,Low,12
201152,Need to update profile details,Urgent: Need to update profile details,Account,High,8
203657,Update credit card information,Update credit card information,Billing,Medium,13
204109,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,4
209431,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,15
203360,Cancel my billing,Urgent: Cancel my billing,Billing,High,5
203057,Refund request,"Please help, refund request",Billing,Low,41
209707,Add dark mode support,Add dark mode support - please checking,Feature Request,Low,10
207282,System outage,System outage,Technical,Critical,4
209773,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Feature Request,Low,44
208478,Requesting API documentation,Issues with: Requesting API documentation,Feature Request,Low,13
206656,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,6
208070,Support for multiple languages,Support for multiple languages,Feature Request,Low,22
203218,Need invoice for last month,Help needed: Need invoice for last month,Billing,Low,32
207726,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Feature Request,Low,48
206140,Integration not syncing data,Customer reports: Integration not syncing data,Technical,Low,29
205625,Database connection failed,"Please help, database connection failed",Technical,High,3
203043,Cancel my billing,"Please help, cancel my billing",Billing,Low,39
200278,Account locked out,"Please help, account locked out",Account,Low,44
205882,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,8
203207,Where is my receipt?,Customer reports: Where is my receipt?,Billing,Low,29
205088,App crashes on startup,Urgent: App crashes on startup,Technical,Critical,2
200513,Cannot login to my account,Cannot login to my account - please checking,Account,Low,11
203049,Update credit card information,Customer reports: Update credit card information,Billing,Medium,12
202045,Profile picture upload failed,Getting error: Profile picture upload failed,Technical,High,8
208909,Add custom fields to reports,Getting error: Add custom fields to reports,Feature Request,High,3
203760,Upgrade my plan,Issues with: Upgrade my plan,Billing,Medium,17
204637,Cancel my billing,Urgent: Cancel my billing,Billing,High,2
203589,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,2
204035,Cancel my billing,Help needed: Cancel my billing,Billing,Critical,2
205799,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,7
208540,Add bulk upload capability,Urgent: Add bulk upload capability,Feature Request,High,7
200448,Need to update profile details,"Please help, need to update profile details",Account,Medium,6
207136,System outage,Urgent: System outage,Technical,Critical,1
201062,Delete my account,Delete my account,Account,Low,45
202562,Charge on my credit card is wrong,Urgent: Charge on my credit card is wrong,Billing,High,4
205619,Mobile app unresponsive,Urgent: Mobile app unresponsive,Technical,High,8
206449,Mobile app unresponsive,Getting error: Mobile app unresponsive,Technical,High,3
201287,Account locked out,Account locked out - please checking,Account,Low,42
200773,Cannot login to my account,Cannot login to my account,Account,Low,36
201776,Need to update profile details,"Please help, need to update profile details",Account,Medium,20
201144,Reset password link not working,Reset password link not working,Billing,Low,32
207798,Mobile responsive design request,Getting error: Mobile responsive design request,Feature Request,High,2
200066,Change email address,Change email address - please checking,Account,Low,40
200529,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,4
204014,Double charged for subscription,"Please help, double charged for subscription",Feature Request,Low,42
206948,Page loading very slow,Getting error: Page loading very slow,Account,High,4
201182,Cannot login to my account,Help needed: Cannot login to my account,Account,Low,44
209738,Calendar view needed,Calendar view needed,Feature Request,Low,46
209585,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,28
205505,API endpoint returning 500,"Please help, api endpoint returning 500",Billing,Low,19
201748,Change email address,Issues with: Change email address,Account,Low,25
201583,Change email address,Getting error: Change email address,Account,High,8
200403,Account locked out,Help needed: Account locked out,Account,Low,47
208489,Requesting API documentation,Requesting API documentation - please checking,Feature Request,Low,12
208972,Add custom fields to reports,Help needed: Add custom fields to reports,Feature Request,Low,46
200329,Two-factor authentication issue,Getting error: Two-factor authentication issue,Account,High,6
208276,Add dark mode support,"Please help, add dark mode support",Account,Low,8
209658,Calendar view needed,Help needed: Calendar view needed,Feature Request,Low,19
208229,Need export to PDF feature,Need export to PDF feature,Feature Request,Low,38
202215,Reset password link not working,Getting error: Reset password link not working,Account,High,7
203890,Cancel my billing,Urgent: Cancel my billing,Account,High,8
200614,Account locked out,Urgent: Account locked out,Account,High,8
201617,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,4
200367,Two-factor authentication issue,Issues with: Two-factor authentication issue,Feature Request,Low,48
203771,Subscription renewal failed,Urgent: Subscription renewal failed,Billing,High,7
207179,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Medium,12
204764,Subscription renewal failed,Subscription renewal failed - please checking,Billing,High,2
204339,Refund request,Refund request,Billing,Low,48
202867,Refund request,Getting error: Refund request,Billing,High,8
207026,Database connection failed,Help needed: Database connection failed,Technical,High,5
204083,Subscription renewal failed,Issues with: Subscription renewal failed,Billing,High,3
200443,Cannot login to my account,Urgent: Cannot login to my account,Account,High,4
203985,Cancel my billing,Help needed: Cancel my billing,Billing,Low,14
202093,Change email address,Issues with: Change email address,Account,Low,23
201744,Need to update profile details,Customer reports: Need to update profile details,Account,Medium,19
208303,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,34
207463,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Medium,13
201388,Reset password link not working,Reset password link not working - please checking,Account,Low,25
207076,Database connection failed,Issues with: Database connection failed,Technical,High,5
200474,Reset password link not working,Urgent: Reset password link not working,Account,High,4
